sr_no,severity,check_type,vendor,pan,section,amount,finding,remediation,status
87,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 17-Dec-2024, TDS deducted on 31-Dec-2024 (14 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (45 × 1% × 1 months).",Manual review required.,Open
88,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 17-Dec-2024, TDS deducted on 31-Dec-2024 (14 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (6 × 1% × 1 months).",Manual review required.,Open
89,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 26-Dec-2024, TDS deducted on 31-Dec-2024 (5 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (31 × 1% × 1 months).",Manual review required.,Open
90,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 26-Dec-2024, TDS deducted on 31-Dec-2024 (5 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (41 × 1% × 1 months).",Manual review required.,Open
91,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 26-Dec-2024, TDS deducted on 31-Dec-2024 (5 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (12 × 1% × 1 months).",Manual review required.,Open
92,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 10-Jan-2025, TDS deducted on 31-Jan-2025 (21 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (43 × 1% × 1 months).",Manual review required.,Open
93,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 10-Jan-2025, TDS deducted on 31-Jan-2025 (21 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (47 × 1% × 1 months).",Manual review required.,Open
94,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 10-Jan-2025, TDS deducted on 31-Jan-2025 (21 days late, 1 month(s)). Interest u/s 201(1A): ₹1 (106 × 1% × 1 months).",Manual review required.,Open
95,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 07-Feb-2025, TDS deducted on 28-Feb-2025 (21 days late, 1 month(s)). Interest u/s 201(1A): ₹3 (319 × 1% × 1 months).",Manual review required.,Open
96,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 07-Feb-2025, TDS deducted on 28-Feb-2025 (21 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (47 × 1% × 1 months).",Manual review required.,Open
97,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 07-Feb-2025, TDS deducted on 28-Feb-2025 (21 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (11 × 1% × 1 months).",Manual review required.,Open
98,ERROR,tds_timing,INLAND WORLD LOGISTICS PVT LTD,AAACI5607C,194C,,"Late TDS deduction on INLAND WORLD LOGISTICS PVT LTD (194C): Expense on 17-Mar-2025, TDS deducted on 31-Mar-2025 (14 days late, 1 month(s)). Interest u/s 201(1A): ₹0 (19 × 1% × 1 months).",Manual review required.,Open
99,ERROR,tds_timing,SAHIB S CHOUDHARY & COMPANY,AEJPC0634D,194J(b),,"Late TDS deduction on SAHIB S CHOUDHARY & COMPANY (194J(b)): Expense on 07-Jan-2025, TDS deducted on 31-Jan-2025 (24 days late, 1 month(s)). Interest u/s 201(1A): ₹9 (900 × 1% × 1 months).",Manual review required.,Open
100,ERROR,tds_timing,SNCL BUILDERS LLP,ADXFS1033K,194J(b),,"Late TDS deduction on SNCL BUILDERS LLP (194J(b)): Expense on 05-Dec-2024, TDS deducted on 31-Dec-2024 (26 days late, 1 month(s)). Interest u/s 201(1A): ₹120 (12,000 × 1% × 1 months).",Manual review required.,Open
101,ERROR,tds_timing,GST PROFESSIONALS LLP,AAPFG3370E,194J(b),,"Late TDS deduction on GST PROFESSIONALS LLP (194J(b)): Expense on 30-Nov-2024, TDS deducted on 31-Dec-2024 (31 days late, 2 month(s)). Interest u/s 201(1A): ₹30 (1,500 × 1% × 2 months).",Manual review required.,Open
102,ERROR,tds_timing,GST PROFESSIONALS LLP,AAPFG3370E,194J(b),,"Late TDS deduction on GST PROFESSIONALS LLP (194J(b)): Expense on 24-Dec-2024, TDS deducted on 31-Dec-2024 (7 days late, 1 month(s)). Interest u/s 201(1A): ₹16 (1,650 × 1% × 1 months).",Manual review required.,Open
103,ERROR,tds_timing,RAYMOND LIFESTYLE LTD.,AAJCR2207E,194Q,,"Late TDS deduction on RAYMOND LIFESTYLE LTD. (194Q): Expense on 28-Dec-2024, TDS deducted on 31-Dec-2024 (3 days late, 1 month(s)). Interest u/s 201(1A): ₹138 (13,796 × 1% × 1 months).",Manual review required.,Open
104,ERROR,tds_timing,RAYMOND LIFESTYLE LTD.,AAJCR2207E,194Q,,"Late TDS deduction on RAYMOND LIFESTYLE LTD. (194Q): Expense on 28-Mar-2025, TDS deducted on 31-Mar-2025 (3 days late, 1 month(s)). Interest u/s 201(1A): ₹79 (7,935 × 1% × 1 months).",Manual review required.,Open
105,ERROR,tds_timing,Raymond Limited,AAACR4896A,194Q,,"Late TDS deduction on Raymond Limited (194Q): Expense on 28-Jun-2024, TDS deducted on 30-Jun-2024 (2 days late, 1 month(s)). Interest u/s 201(1A): ₹15 (1,481 × 1% × 1 months).",Manual review required.,Open
106,ERROR,tds_timing,Sai Boutique,AEPFS3230M,194Q,,"Late TDS deduction on Sai Boutique (194Q): Expense on 28-Jan-2025, TDS deducted on 31-Jan-2025 (3 days late, 1 month(s)). Interest u/s 201(1A): ₹4 (382 × 1% × 1 months).",Manual review required.,Open
107,ERROR,tds_timing,RAYMOND LIFESTYLE LTD.,AAJCR2207E,194Q,,"Late TDS deduction on RAYMOND LIFESTYLE LTD. (194Q): Expense on 28-Sep-2024, TDS deducted on 30-Sep-2024 (2 days late, 1 month(s)). Interest u/s 201(1A): ₹145 (14,544 × 1% × 1 months).",Manual review required.,Open
108,ERROR,tds_timing,RAYMOND LIFESTYLE LTD.,AAJCR2207E,194Q,,"Late TDS deduction on RAYMOND LIFESTYLE LTD. (194Q): Expense on 28-Oct-2024, TDS deducted on 31-Oct-2024 (3 days late, 1 month(s)). Interest u/s 201(1A): ₹25 (2,463 × 1% × 1 months).",Manual review required.,Open
109,ERROR,tds_timing,RAYMOND LIFESTYLE LTD.,AAJCR2207E,194Q,,"Late TDS deduction on RAYMOND LIFESTYLE LTD. (194Q): Expense on 28-Jan-2025, TDS deducted on 31-Jan-2025 (3 days late, 1 month(s)). Interest u/s 201(1A): ₹59 (5,948 × 1% × 1 months).",Manual review required.,Open
110,WARNING,section_validation,ANDREAL INNOVATION PVT LTD,ABACA2255R,194C,,Ambiguous expense(s): Advertisement. Section 194C is possible but verify against invoice/contract nature.,Ambiguous classification — verify invoice nature. If advertisement is creative/professional service → 194J(b). If it's production/printing contract work → 194C. Obtain vendor declaration if uncertain.,Open
111,WARNING,section_validation,ANDERSON TECHNOLOGY PVT LTD,AAFCA4805K,194C,,Ambiguous expense(s): Advertisement. Section 194C is possible but verify against invoice/contract nature.,Ambiguous classification — verify invoice nature. If advertisement is creative/professional service → 194J(b). If it's production/printing contract work → 194C. Obtain vendor declaration if uncertain.,Open
112,WARNING,section_validation,ANDERSON TECHNOLOGY PVT LTD,AAFCA4805K,194C,,Ambiguous expense(s): Advertisement. Section 194C is possible but verify against invoice/contract nature.,Ambiguous classification — verify invoice nature. If advertisement is creative/professional service → 194J(b). If it's production/printing contract work → 194C. Obtain vendor declaration if uncertain.,Open
113,WARNING,section_validation,ANDERSON TECHNOLOGY PVT LTD,AAFCA4805K,194C,,Ambiguous expense(s): Advertisement. Section 194C is possible but verify against invoice/contract nature.,Ambiguous classification — verify invoice nature. If advertisement is creative/professional service → 194J(b). If it's production/printing contract work → 194C. Obtain vendor declaration if uncertain.,Open
114,WARNING,section_validation,ANDREAL INNOVATION PVT LTD,ABACA2255R,194C,,Ambiguous expense(s): Advertisement. Section 194C is possible but verify against invoice/contract nature.,Ambiguous classification — verify invoice nature. If advertisement is creative/professional service → 194J(b). If it's production/printing contract work → 194C. Obtain vendor declaration if uncertain.,Open
115,WARNING,missing_tds,Kochar Tradelink LLP,,194H,44932.0,"No Form 26 entry found for Kochar Tradelink LLP under 194H. Tally shows ₹44,932 in Brokerage and Commission. TDS may be missing. Review: Has entries on quarter/year-end dates (2025-03-31) alongside other dates — may include provisions or reversals. | Same transaction (₹38,743) appears in both Journal Register and GST Exp Register — counted once from Journal. Please confirm these are the same entry.","Tally shows expenses to this vendor but no TDS was deducted in Form 26. Action required: (1) Check if vendor provided Form 15G/15H or lower deduction certificate. (2) If not, deduct TDS immediately and deposit with interest u/s 201(1A) at 1% per month. (3) File revised TDS return for the applicable quarter.",Open
116,WARNING,missing_tds,Pukesh Sharma,,194H,20877.0,"No Form 26 entry found for Pukesh Sharma under 194H. Tally shows ₹20,877 in Brokerage and Commission. TDS may be missing. Review: Has entries on quarter/year-end dates (2025-03-31) alongside other dates — may include provisions or reversals.","Tally shows expenses to this vendor but no TDS was deducted in Form 26. Action required: (1) Check if vendor provided Form 15G/15H or lower deduction certificate. (2) If not, deduct TDS immediately and deposit with interest u/s 201(1A) at 1% per month. (3) File revised TDS return for the applicable quarter.",Open
117,INFO,section_validation,GST PROFESSIONALS LLP,AAPFG3370E,194J(b),,Cannot classify expense(s): Professonal Charges. Manual review needed.,Expense head could not be auto-classified. Manually review the vendor invoice and assign the correct TDS section.,Open
118,INFO,threshold_validation,Raymond Limited,AAACR4896A,194Q,1480982,"194Q for Raymond Limited: total expenses in books ₹1,480,982 is below annual threshold ₹5,000,000. TDS deduction is voluntary (not wrong if deducted).","TDS was deducted even though aggregate amount is below the threshold. This is not an error — voluntary TDS deduction is valid. No action needed, but note for internal records.",Open
